"Financial Year & Period","Route","Route Name","Area","Area Name","Delivery Unit","Delivery Unit Name","Incident Summary Group","Incident Category","Incident Category Description","Incident Reason","Incident Reason Description","Responsible Organisation","Responsible Organisation Name","Responsible Manager","Responsible Manager Name","Responsible Function Level 3 Desc","Responsible Function Level 3 Name","v_Incident Count","v_PfPI Minutes"
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Stations","701E","Station delays","RZ","Other Station Operating causes","ET","GTR","SETA","GTR SN VIC-CLJ","NONE","NONE",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","ET","GTR","EET1","GTR SN EXT On Train Mainline","NONE","NONE",2,12
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","ET","GTR","EET2","GTR SN EXT on Train Coastway","NONE","NONE",8,95
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","ET","GTR","VETQ","GTR TL EXT ON Train Kent/Susse","NONE","NONE",3,25
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VB","Vandalism or theft","ET","GTR","EETO","GTR SN EXTL STNS BTN-BAB","NONE","NONE",1,4
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VD","Passenger taken ill on train","EF","GWR","VEFB","GWR External On Train - East","GW On Train - East","FGW ON TRAIN - EAST",1,27
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VD","Passenger taken ill on train","ET","GTR","EET2","GTR SN EXT on Train Coastway","NONE","NONE",1,27
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VD","Passenger taken ill on train","ET","GTR","VETQ","GTR TL EXT ON Train Kent/Susse","NONE","NONE",1,15
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VE","Ticket irregularities or refusals to pay","ET","GTR","EET2","GTR SN EXT on Train Coastway","NONE","NONE",1,55
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VG","Police searching train","ET","GTR","EET2","GTR SN EXT on Train Coastway","NONE","NONE",2,6
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VG","Police searching train","ET","GTR","EET3","GTR GX EXT On Train","NONE","NONE",1,5
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","ET","GTR","EET1","GTR SN EXT On Train Mainline","NONE","NONE",2,9
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","ET","GTR","EET2","GTR SN EXT on Train Coastway","NONE","NONE",3,28
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","ET","GTR","VETQ","GTR TL EXT ON Train Kent/Susse","NONE","NONE",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","TOC Other","701G","Freight Terminal/Yard delays","AJ","Waiting Customer's traffic including release information and documentation","D2","Freightliner HH","ADBH","F/Liner Hh Non Coal","NONE","NONE",2,14
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Track","104A","TSRs Due to Condition of Track","JS","Condition of Track TSR outside the Timetable Planning Rules","NR","Network Rail","IQBG","SUS BRIGHTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,159
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Track","104A","TSRs Due to Condition of Track","JS","Condition of Track TSR outside the Timetable Planning Rules","NR","Network Rail","IQBH","SUS RAM Civils","Civils","RAM CIVILS",1,10
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Track","104B","Track Faults including Broken Rails","IR","Broken/cracked/twisted/buckled/flawed rail","NR","Network Rail","IQBG","SUS BRIGHTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",2,8
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Track","104B","Track Faults including Broken Rails","IS","Track defects (other than rail defects) inc. fish plates, wet beds etc.","NR","Network Rail","IQBG","SUS BRIGHTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",6,170
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Track","104B","Track Faults including Broken Rails","IS","Track defects (other than rail defects) inc. fish plates, wet beds etc.","NR","Network Rail","IQBH","SUS RAM Civils","Civils","RAM CIVILS",3,182
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Track","104D","Reactionary delay to P-coded TSRs","JB","Reactionary Delay to 'P' coded TSRs","NR","Network Rail","IQBG","SUS BRIGHTON DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","T3","Waiting connections from other transport modes","ET","GTR","TET8","GTR SN Metro Resource Mgr","NONE","NONE",2,16
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","T3","Waiting connections from other transport modes","ET","GTR","TET9","GTR SN Mainline Resource Mgr","NONE","NONE",2,16
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TET5","GTR TL Driver Resource Mgr","NONE","NONE",2,14
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TET7","GTR TBD ROC Service Delivery","NONE","NONE",1,20
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TETL","GTR TL Train Crew BDM","NONE","NONE",3,13
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TETN","GTR TL Train Crew BTN","NONE","NONE",8,95
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TETO","GTR TL Train Crew TBD","NONE","NONE",8,73
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TETR","Gtr Tl Train Crew LUT","NONE","NONE",2,4
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","TETY","GTR TL Train Crew MRH","NONE","NONE",4,30
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETA","GTR SN Train Crew Vic","NONE","NONE",4,25
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETC","GTR SN Train Crew SRS","NONE","NONE",5,15
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETD","GTR SN Train Crew NWD","NONE","NONE",2,6
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETF","GTR SN Train Crew EPS","NONE","NONE",1,12
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETI","GTR SN Train Crew BAA","NONE","NONE",30,233
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETJ","GTR SN Train Crew HRH","NONE","NONE",5,38
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETK","GTR SN Train Crew BTN","NONE","NONE",29,288
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETL","GTR SN Train Crew EBN","NONE","NONE",15,88
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETM","GTR SN Train Crew RDH","NONE","NONE",6,42
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETN","GTR SN Train Crew TBD","NONE","NONE",2,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETP","GTR SN Southeastern Train Crew","NONE","NONE",4,34
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TG","Driver","ET","GTR","UETX","GTR GX Train Crew","NONE","NONE",4,34
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","ET","GTR","UET1","GTR SN Conductor EBN","NONE","NONE",3,27
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","ET","GTR","UET3","GTR SN Conductor BTN","NONE","NONE",1,9
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","ET","GTR","UET8","GTR SN OBS Mainline","NONE","NONE",4,24
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","ET","GTR","UET9","GTR SN OBS Coast","NONE","NONE",2,8
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","TET2","GTR SN/GX Rostering","NONE","NONE",1,9
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","TET5","GTR TL Driver Resource Mgr","NONE","NONE",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","TET9","GTR SN Mainline Resource Mgr","NONE","NONE",7,39
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","TETN","GTR TL Train Crew BTN","NONE","NONE",1,""
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","UET8","GTR SN OBS Mainline","NONE","NONE",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","UET9","GTR SN OBS Coast","NONE","NONE",1,4
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","UETK","GTR SN Train Crew BTN","NONE","NONE",1,""
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ET","GTR","UETL","GTR SN Train Crew EBN","NONE","NONE",1,""
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TJ","Tail lamp or headlamp missing, not lit or wrongly displayed","ET","GTR","TETN","GTR TL Train Crew BTN","NONE","NONE",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUBGT","BRIGHTON","Traincrew","701C","Traincrew causes","TJ","Tail lamp or headlamp missing, not lit or wrongly displayed","ET","GTR","UETK","GTR SN Train Crew BTN","NONE","NONE",1,3
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","401","Bridge strikes","XP","BRIDGE HIT","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",2,101
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","402","External infrastructure damage - Vandalism/Theft","XB","Vandalism or theft (including the placing of objects on the line)","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",3,11
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","503","External fatalities and trespass","XA","Trespass (including non-intentional)","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",19,1168
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","505","External fires","XL","Fire external to but directly affecting the network (incl. line blocks for emergency services attending off network incidents)","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",5,62
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","506","External other","X8","Animal Strike or incursion not within the control of Network Rail","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",3,29
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","506","External other","XO","External trees, building or structures encroaching or falling onto network infrastructure (not weather or vandalism)","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",1,472
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","506","External other","XU","Sunlight on signal or dispatch equipment Where all responsible mitigation has been taken","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",1,5
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","External","506","External other","XV","Fire or evacuation due to fire alarm of Network Rail buildings due to vandalism (not including stations)","NR","Network Rail","XQBV","Sus Sussex External","External Causes","EXTERNAL CAUSES",1,6
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MS","Planned underpowered or shortformed service and or vehicle, incl. exam set swaps","ET","GTR","METW","GTR Class 377 6/7 Unit","NONE","NONE",1,45
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MS","Planned underpowered or shortformed service and or vehicle, incl. exam set swaps","ET","GTR","METX","GTR Class 455 Unit","NONE","NONE",1,""
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MS","Planned underpowered or shortformed service and or vehicle, incl. exam set swaps","HU","Southeastern","MHU3","SE Slade Green 465","NONE","NONE",2,33
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","EK","London Overground","MEKA","ARL Fleet General","NONE","NONE",1,0
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","ET","GTR","MET0","GTR Selhurst Depot","NONE","NONE",16,138
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","ET","GTR","MET2","GTR Stewarts Lane Depot","NONE","NONE",2,""
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","ET","GTR","MET3","GTR SN Metro CS","NONE","NONE",3,31
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","ET","GTR","MET9","GTR Fleet Controls","NONE","NONE",2,10
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","ET","GTR","METR","GTR Class 700 Unit","NONE","NONE",1,13
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701A","Non-technical Fleet delays","MU","Depot operating problem","ET","GTR","METX","GTR Class 455 Unit","NONE","NONE",1,""
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","EK","London Overground","MEKI","ARL Fleet Class 378/2","NONE","NONE",3,24
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","ET","GTR","METU","GTR Class 377 1/4 Unit","NONE","NONE",3,39
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","ET","GTR","METW","GTR Class 377 6/7 Unit","NONE","NONE",2,11
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","ET","GTR","METX","GTR Class 455 Unit","NONE","NONE",2,10
"2020/21_P01","B","Sussex","GMSU","Sussex","DUCYD","CROYDON","Fleet","701D","Technical Fleet delays","M0","Confirmed train cab based safety system fault (including GSMR)","HU","Southeastern","MHU1","SE GTR FLEET","NONE","NONE",1,7
